List Year,Town,Assessed Value,Sale Amount,Sale Ratio
2012,New Fairfield,55356361,73312823.0,1.3243793789118472
2016,Waterford,68758325,98264288.0,1.4291256804176076
2001,Winchester,23611151,39993274.0,1.693829919600277
2002,Canterbury,9155640,19983456.0,2.1826388979907465
2003,Middlefield,8988100,17191449.0,1.9126900012238404
2004,Canterbury,20800,15000.0,0.7211538461538461
2006,Colebrook,4088220,5924220.0,1.4490952052482498
2008,Prospect,21372800,38767823.0,1.8138860139991018
2009,New Canaan,413631460,467257648.0,1.1296472661919865
2015,Harwinton,18544180,25132655.0,1.3552853240207978
2020,Newtown,216790605,402532980.5078125,1.856782403037311
2020,Somers,238100,467000.0,1.9613607727845443
2003,Granby,39280370,74454897.0,1.8954734133105162
2016,Franklin,2873400,4369126.0,1.5205422147978005
2019,Naugatuck,73477610,114761548.0,1.5618573875769775
2019,Wallingford,154225000,210265860.0,1.363370789431026
2005,Colchester,38009590,99347336.0,2.613743952513037
2006,Marlborough,21444630,33509705.0,1.5626152094953376
2007,Marlborough,17042510,23491630.0,1.3784137430460655
2007,Norfolk,5391340,14490200.0,2.687680613724974
2010,Andover,5598000,7105952.0,1.2693733476241515
2010,Chester,11959470,17444619.0,1.4586448228893087
2010,Southbury,88763228,107002265.0,1.2054796497486548
2011,North Branford,29449060,38466061.0,1.3061897731200929
2011,Morris,4429210,5132600.0,1.1588071010405918
2013,Warren,10129900,21363550.0,2.1089596146062646
2014,Chester,15451500,20365925.0,1.3180548814031001
2015,Canton,41857080,61179261.0,1.4616227648942544
2018,Griswold,31083748,45311598.0,1.45772633338811
2020,Wethersfield,120175820,215239722.12890625,1.7910401787057184
2004,New Milford,139659513,346946099.0,2.484228188594643
2014,Ashford,6214000,8704575.0,1.4008006115223688
2014,Enfield,80069167,106905718.0,1.33516710620956
2001,Plainville,35976725,55251907.0,1.535768111188553
2004,Marlborough,24439350,53892780.0,2.2051642126324964
2005,Barkhamsted,7840540,13989630.0,1.7842686855752283
2009,Old Saybrook,65090500,73164382.0,1.1240408661786283
2010,Greenwich,450500,653000.0,1.4495005549389568
2012,Woodbury,31718642,34946982.0,1.1017805238950646
2016,Berlin,66786266,108454247.0,1.6239004438427505
2017,Colchester,41855910,61083501.0,1.459375772740337
2019,Harwinton,22598672,32981790.0,1.459456998181132
2008,North Haven,45357913,61303567.0,1.351551756801509
2009,Groton,96497638,124349105.0,1.2886233028833307
2013,Stratford,642466601,204368468.0,0.3180997544182067
2014,Meriden,132681091,192500510.0,1.450851123917876
2014,Shelton,179453401,263818879.0,1.4701247094224756
2004,Plainfield,36844070,79771108.0,2.1651003268639974
2005,Portland,21042880,54305638.0,2.5807131913502332
2006,Kent,15318800,32472837.0,2.1198029218998875
2010,Wilton,185568900,204578800.0,1.102441195696046
2010,Ridgefield,215851252,266282377.0,1.2336383251555103
2008,Hartland,3075620,4335075.0,1.4094962966816447
2011,Scotland,1539250,1310183.0,0.851182718856586
2012,Plainville,35669220,53473961.0,1.4991626113495053
2014,Naugatuck,55006641,65540714.0,1.191505476584182
2016,Bloomfield,75397770,117708160.0,1.5611623526796614
2016,Marlborough,23515122,31246283.0,1.3287740118890303
2017,Chaplin,5564700,8328185.0,1.496609880137294
2018,Morris,8764010,12546100.0,1.4315478873255507
2018,Marlborough,23109760,30900126.0,1.3371028517821042
2018,Salem,16625780,23512723.0,1.4142327758457047
2020,Coventry,53545900,96082397.0,1.7943931654897947
2001,East Windsor,27374811,49696962.0,1.815426670890988
2004,Canton,50223006,120430996.0,2.3979248872518704
2004,Newtown,200644070,410137394.0,2.044104238914213
2005,Norwich,111186500,219381762.0,1.9730971116097729
2011,Bethel,110345090,74832307.0,0.6781661694235783
2014,Canton,45436310,63645319.0,1.4007589744853841
2001,Salisbury,27501230,49169850.0,1.787914576911651
2019,Enfield,115549270,179676836.0,1.5549802781099353
2019,Oxford,67431100,110223212.0,1.634604981974193
2005,East Hartford,95074342,232433385.0,2.444754074658755
2010,New London,67094950,58839967.0,0.8769656583692216
2007,Windsor,93997640,171908532.0,1.8288600862745064
2010,Bozrah,3952850,4177704.0,1.0568840203903513
2010,Middlebury,26600370,33039503.0,1.242069302043543
2010,Thompson,17432110,23421795.0,1.343600688614287
2012,Scotland,3122170,3559800.0,1.140168536626769
2016,Eastford,3783100,5582000.0,1.4755095027887182
2003,East Windsor,29925790,61074105.0,2.0408518872851813
2003,Windham,29632830,59713468.0,2.015111887727227
2004,Enfield,172084090,260893124.0,1.5160792842615491
2009,Kent,23805100,34397891.0,1.4449798992652836
2009,Torrington,54324580,64506164.0,1.1874213109424867
2017,Killingly,46884650,83645293.0,1.784065637687388
2004,Roxbury,64885639,45116080.0,0.6953168789784131
2005,Chaplin,4469000,8507989.0,1.903779145222645
2008,Thomaston,10525750,12999995.0,1.2350659097926513
2010,Canterbury,8647400,9605558.0,1.1108030159354256
2013,Derby,19711130,24584259.0,1.2472272771779194
2016,Warren,11032680,16866609.0,1.528786206071417
2019,North Stonington,21238885,30469435.0,1.4346061481099408
2009,Fairfield,446936330,534806138.0,1.1966047557601773
2013,Southbury,66035095,101339305.0,1.5346279883446825
2002,Avon,130654440,260560436.0,1.9942715762281022
2018,Simsbury,100788763,155297481.6875,1.5408213878713841
2019,Plymouth,31137752,45590081.0,1.464141695264321
2004,Darien,427052040,753920265.0,1.7654060732270476
2005,Sharon,18951390,31863631.0,1.6813347728055832
2009,Norfolk,9382370,15728365.0,1.6763744128615692
2013,New Fairfield,64900460,81962346.0,1.2628931443629212
2013,Lisbon,6521010,8451298.0,1.2960105873169954
2019,Haddam,36013410,52640964.0,1.4617045150681371
2020,Hampton,6540580,11084097.0,1.6946657635867155
2003,Waterford,80154950,165809386.0,2.06861068468011
2006,Glastonbury,228693600,347245049.0,1.5183855123186656
2007,Norwich,67406500,103634550.0,1.5374563283956295
2010,Bethany,12897140,16486500.0,1.2783066633377633
2012,New Britain,21920140,23290860.0,1.0625324473292597
2001,Eastford,2444310,9917866.0,4.057531982440852
2002,Woodbury,36277740,80746919.0,2.225797941106585
2003,New Milford,123318058,281321761.0,2.28126979586396
2005,Farmington,139477392,257738414.0,1.8478866739922983
2009,West Haven,83203060,91671533.0,1.1017807878700616
2013,Canaan,4471900,5584570.0,1.2488137033475704
2013,Bolton,14098300,20940466.0,1.4853185135796514
2014,Barkhamsted,9578910,13040079.0,1.3613322392631313
2018,Stafford,109153790,44650225.0,0.40905794475849167
2019,Montville,55511170,80104298.0,1.4430302585948018
2020,Bristol,214865444,370603190.0,1.724815229013745
2020,Simsbury,137583930,245098563.0,1.7814476080164303
2020,Southbury,128976271,260066291.0,2.0163886657879884
2001,Madison,74921620,176323896.0,2.353444786698419
2001,Cromwell,41872710,84144089.0,2.009520974400749
2004,Danbury,432638010,857410333.0,1.9818192419108067
2004,Washington,51500251,111191992.0,2.159057283041203
2008,Shelton,98726400,126899898.0,1.2853694452547646
2013,Southington,165363984,220460638.0,1.333184123091761
2016,Essex,45258400,65798405.0,1.4538385139554204
2017,Montville,52194800,76327808.0,1.4623642201905172
2017,Vernon,71719931,112309096.0,1.5659398222231977
2004,Voluntown,4445980,11628820.0,2.615580816827786
2011,Darien,389540907,527901011.0,1.3551876106300693
2010,Thomaston,11259250,12995899.0,1.1542419788174167
2010,Canton,33622050,44412925.0,1.3209463729903441
2012,New Canaan,532980090,641251094.0,1.2031426802453353
2014,Lisbon,7278320,9518700.0,1.3078155398498554
2015,Bloomfield,100411776,164956288.0,1.6427982311556764
2020,Killingly,63051097,115505813.0,1.8319397836963884
2001,Newington,77996150,118949196.0,1.5250649679503412
2006,Litchfield,36069219,74521627.0,2.0660726532504072
2007,Watertown,49497210,85763084.0,1.7326852159950026
2015,Kent,20048150,28657034.0,1.4294103944753007
2001,East Granby,13335600,26473970.0,1.9852102642550766
2001,Woodbury,41018835,79648502.0,1.9417543672315414
2003,Sprague,10305500,10036782.0,0.9739247974382611
2007,New London,45148760,75486806.0,1.6719574579678378
2007,Seymour,42513220,66294479.0,1.5593850336436526
2007,Vernon,56986900,87021216.0,1.5270389510571727
2011,Old Lyme,45149060,58316750.0,1.2916492613578223
2009,Colebrook,3696905,5009679.0,1.3551008208217414
2011,Ridgefield,164703272,178054372.0,1.081061534709523
2012,Seymour,34350310,46984058.0,1.3677913823776262
2020,Bolton,18332370,29558443.0,1.6123634314603077
2020,Sherman,65507700,79649032.0,1.2158728210576772
2002,Essex,24938810,54910059.0,2.2017914647892183
2006,Haddam,31853870,55046713.0,1.7281012636769095
2009,Salem,11437540,13899524.0,1.2152546788907406
2014,Greenwich,2391108380,2235577081.0,0.9349543080937218
2006,Fairfield,636230252,924873417.0,1.4536772089862837
2006,Cheshire,129392502,239053429.0,1.8475060401877073
2007,Thomaston,15082460,20683384.0,1.3713534794721816
2009,East Hartford,91645762,102772478.0,1.1214100440345511
2011,Torrington,61972430,65057290.0,1.0497779415782147
2014,Guilford,129885846,190800007.0,1.4689822861838233
2014,Columbia,16314720,23703320.0,1.4528793629311443
2014,Bethlehem,9501160,11197865.0,1.178578720914078
2017,Salem,20024950,27149313.0,1.3557743215338864
2020,Trumbull,253787830,461507280.0,1.818476796148972
2003,Ellington,31227220,77484955.0,2.481327348383878
2011,Farmington,119736060,157566527.0,1.3159488210986732
2012,Fairfield,472727439,656995915.0,1.3897985621266211
2013,West Hartford,228710130,352740339.0,1.5423030846950243
2014,Milford,235846710,323692803.0,1.3724711402588572
2015,Darien,350949671,565862242.0,1.6123743338685164
2002,Stratford,458499165,293081098.0,0.6392183898524657
2002,Pomfret,8088030,16878955.0,2.086905587640006
2005,Newtown,145305440,318776726.0,2.193838895501779
2006,Lebanon,16062780,32765149.0,2.0398180763230274
2014,Killingworth,26919940,39981004.0,1.4851817648924923
2014,North Canaan,7325520,8250477.0,1.1262650296497723
2015,Sharon,21312660,28939427.0,1.357851483578305
2018,Winchester,30860068,48551483.0,1.573278548835343
2002,Griswold,21935020,40193586.0,1.8323934056134894
2004,Avon,166871650,307256219.0,1.841272732666094
2001,Durham,22724310,40722729.0,1.7920336855112433
2015,Plymouth,23167210,25758489.0,1.1118511465126788
2014,Canaan,5269600,6541577.0,1.2413801806588736
2016,Putnam,24016900,32701307.0,1.3615956680504144
2017,Colebrook,4241660,5194328.0,1.2245979168533074
2019,Clinton,73169978,110894885.0,1.5155790398078295
2001,Somers,20091520,36459208.0,1.814656531710891
2006,Torrington,88967424,171153186.0,1.9237736500047478
2008,Manchester,131419400,181795399.0,1.3833223938018284
2011,Hampton,3691070,4965136.0,1.3451752472860172
2016,Bethel,77379080,119472751.0,1.5439929112623205
2017,Enfield,150178570,304200829.0,2.025594124381395
2018,Hartford,149057538,322081046.0,2.160783347971305
2002,East Hartford,80886745,134062764.0,1.6574132634463161
2004,Redding,78246350,145861394.0,1.8641303268459168
2005,Eastford,3209050,8393805.0,2.6156666303111513
2006,Old Saybrook,72074600,123083968.0,1.7077301573647303
2008,Portland,21921280,27839869.0,1.269992856256569
2014,Plymouth,25637510,29443896.0,1.148469410640893
2015,Lebanon,17030742,23126134.0,1.3579052515738892
2016,Sharon,43925630,36605861.0,0.8333599540860314
2018,Thomaston,19726280,26459712.0,1.3413432233548344
2020,Killingworth,36438783,66057976.0,1.812848030627148
2003,Oxford,64857576,132268474.0,2.03936813796433
2003,Somers,14590840,32948051.0,2.2581325681043722
2004,Killingworth,26389100,51206222.0,1.9404307839221497
2016,Windsor,129720670,208201779.0,1.6050007990245503
2017,New Canaan,429910000,516956923.0,1.2024770835756322
2005,East Lyme,70015100,187120658.0,2.672575744375142
2009,Eastford,3502120,3916250.0,1.1182512306831291
2010,Ashford,11158700,11466916.0,1.027621138663106
2010,Simsbury,77080500,95078548.0,1.2334967728543536
2010,Stafford,49114370,20082480.0,0.40889214297159876
2012,Weston,127277600,165353646.0,1.29915747939936
2016,North Haven,83944408,114499214.0,1.363988581586042
2018,Tolland,47108115,66580163.0,1.4133480611567668
2003,Greenwich,2287324290,2384512261.0,1.0424898084739878
2004,New Haven,221493510,556317478.0,2.5116649151480783
2006,Deep River,21821380,30711215.0,1.407391054094654
2007,Hamden,212067010,329238923.0,1.5525230586313261
2007,Haddam,31396570,50438970.0,1.6065121126288635
2002,Fairfield,403732890,743104362.0,1.840584159492183
2005,Pomfret,16085090,24103950.0,1.49852751834152
2008,Middlebury,25440580,36966656.0,1.4530586959888494
2009,Bozrah,3437580,5046700.0,1.4680967424758116
2011,East Haddam,24229280,27579727.0,1.1382809146619297
2013,Granby,29854040,43362849.0,1.452495173182591
2013,Middlebury,24803594,38111876.0,1.5365465182182871
2013,Wolcott,34987180,41807944.0,1.1949503789673819
2013,North Canaan,5499610,5573252.0,1.0133904040468324
2016,Windsor Locks,41495867,77199231.0,1.8604077124114553
2019,Andover,9127700,13445256.0,1.4730168607644862
2019,Lisbon,12793680,21780259.0,1.7024233058822793
2003,Stonington,109571270,180832649.0,1.650365547465134
2005,Goshen,19158040,42377105.0,2.211974972387572
2008,Berlin,115582583,69502911.0,0.6013268538911265
2013,Putnam,22399800,26448421.0,1.1807436227109172
2004,Ashford,12852100,25226622.0,1.962840469650874
2013,Brooklyn,18240440,24660858.0,1.3519881099359445
2012,Union,1395880,1636300.0,1.172235435710806
2017,New Hartford,20832090,27066548.0,1.2992718445436824
2017,Monroe,77682730,112338448.0,1.446118693305449
2020,Wilton,351217218,594626244.5625,1.6930441165401522
2002,Scotland,2104060,4731064.0,2.2485404408619525
2004,Old Saybrook,103010406,166470295.0,1.6160531878691946
2009,Prospect,25016890,37601127.0,1.5030296331798236
2019,Vernon,65360087,100515562.0,1.537873748546265
2009,Bethany,13715110,18637085.0,1.3588724406876795
2009,North Stonington,15984650,16900207.0,1.0572772628740699
2015,Chester,13036210,17283459.0,1.3258039721667572
2015,Barkhamsted,8514060,11705803.0,1.3748790823649353
2015,Plainville,46385660,63638524.0,1.3719439154255864
2016,Ellington,50455890,68385105.0,1.3553443413643085
2016,Brooklyn,21971320,33137664.0,1.5082236297136449
2017,Weston,116951059,142697974.0,1.2201511916193934
2018,East Hampton,43212342,62109527.2890625,1.4373099076431104
2018,Middlefield,12396000,17753786.0,1.4322189415940627
2001,Plainfield,21452700,42531295.0,1.9825614025274207
2001,Trumbull,139030494,244783175.0,1.7606437836579938
2006,Winchester,25747466,58163013.0,2.2589800875938626
2012,Hebron,25222921,36353163.0,1.4412749023001736
2015,New Canaan,386086340,524776687.0,1.359221066976884
2001,Stonington,57919210,128001636.0,2.21000314058151
2002,Bridgewater,6171300,16639600.0,2.6962876541409426
2002,Colebrook,2623600,6232534.0,2.3755656350053362
2004,Middlefield,8463800,19747293.0,2.3331474042392304
2005,South Windsor,81672539,174183371.0,2.132704249588714
2006,Waterford,59072670,126733828.0,2.1453885189208477
2007,Ledyard,37091410,55126005.0,1.4862202596234546
2007,Harwinton,7390030,11545502.0,1.5623078661385679
2008,Eastford,2721960,3185000.0,1.1701127128980588
2011,Woodbridge,39989120,50701729.0,1.2678880905606325
2015,Woodbridge,45061470,61154501.0,1.35713506461285
2016,East Haddam,34144731,46001249.0,1.3472429757903204
2019,Warren,20171750,37946000.0,1.881145661630746
2020,Franklin,9083956,17413944.0,1.9170000383093004
2006,Wallingford,187739530,303753919.0,1.617953975915461
2007,Putnam,13338200,25888577.0,1.9409348337856682
2014,Norwalk,430689055,685739930.0,1.592192608655913
2009,East Haven,76523420,89430945.0,1.1686741784410577
2010,Bethlehem,6674200,7601750.0,1.138975457732762
2010,Prospect,18288660,34735703.0,1.8993027920033507
2014,Franklin,7746560,7678499.0,0.9912140356493722
2014,Norfolk,7067760,7356363.0,1.0408337294984549
2014,Redding,55337750,74531652.0,1.3468500616667645
2015,Sprague,4974710,6817545.0,1.3704406890049872
2019,Thomaston,18214280,27347465.0,1.5014299220172305
2003,Glastonbury,152267300,319420098.0,2.0977589935593524
2006,East Hampton,55992020,92372891.0,1.6497510002318188
2010,Windham,23562560,35246277.0,1.4958594057691523
2014,Bethel,72739768,113686747.0,1.5629242452354262
2015,Stonington,90876490,126840724.0,1.3957484933672064
2016,Woodbury,52567568,72741947.0,1.3837799572542522
2019,Norwich,101610700,151111385.0,1.4871601612822272
2004,Ellington,38532491,102592884.0,2.6625032884585633
2006,Canaan,3187300,8439900.0,2.6479779123395977
2008,East Hampton,34921260,47866076.0,1.3706858229055883
2011,New Hartford,18092975,22146378.0,1.2240318687225291
2020,North Canaan,16230610,28946561.0,1.7834549040362624
2001,Branford,92523420,166498852.0,1.7995319671495065
2004,New Britain,143137769,275455122.0,1.9244055843849293
2008,Middletown,105752890,131361978.0,1.2421596988980632
2001,North Stonington,11576090,23534479.0,2.033024881458247
2002,Chester,14889200,31175225.0,2.0938146441716143
2010,West Hartford,206513553,295680813.0,1.4317743736654418
2007,Shelton,200684890,307797007.0,1.5337328435638578
2008,Derby,18606080,21696540.0,1.1660994685608146
2011,West Haven,176203830,98910316.0,0.5613403295490229
2009,Sprague,4794800,7364930.0,1.5360244431467422
2011,Tolland,35534965,49410645.0,1.3904796304147198
2011,Sterling,11191710,8584302.0,0.7670232699024546
2012,Columbia,12740200,19181364.0,1.5055779344123326
2015,Thomaston,15193530,20723087.0,1.3639415593347959
2003,Bethel,76236470,137373102.0,1.8019341923884986
2005,Salem,13747890,32295952.0,2.349156997910225
2011,Fairfield,396209332,571324336.0,1.4419759704195962
2016,Danbury,273674800,459797274.0,1.6800862702740624
2018,North Stonington,14837270,22568722.0,1.5210831911800486
2019,Manchester,130616390,218973084.58789062,1.676459474862922
2002,Prospect,20299935,41393855.0,2.039112686814022
2005,Willington,14949246,32936137.0,2.2031972047285864
2008,Old Lyme,35068210,50650334.0,1.4443375923664197
2009,New London,67424510,121312607.0,1.7992360196610995
2010,Barkhamsted,6128090,7667425.0,1.251193275555679
2012,Avon,161604310,206990198.0,1.2808457769474093
2013,Scotland,1099080,1822333.0,1.65805309895549
2016,Chester,12755180,18352849.0,1.4388545673208846
2020,Colebrook,9449240,15593102.0,1.650196417912975
2003,Milford,166130320,400100749.0,2.408354772325726
2003,Plainville,41516950,77053146.0,1.8559442829976671
2003,Stratford,438828130,310715013.0,0.708056279345629
2006,Wilton,167839980,335085122.0,1.9964559218846427
2008,New Haven,216072789,214780608.0,0.9940196958349994
2013,West Haven,91829210,97265946.0,1.0592048652057444
2018,East Haddam,30505450,45934112.0,1.5057673956620865
2002,Woodbridge,48917690,96563940.0,1.9740085846244988
2011,Marlborough,2972970,3596300.0,1.2096657551203005
2012,Windsor Locks,26178100,34071883.0,1.3015414793281408
2013,Voluntown,7278940,9088388.0,1.2485867447732775
2016,Montville,2123390,2654200.0,1.2499823395607967
2002,Columbia,15435580,28906350.0,1.8727090268068969
2003,Vernon,51612198,114380545.0,2.2161533403402043
2009,Vernon,55958008,77595545.0,1.386674539951458
2012,Shelton,145045800,208098185.0,1.4347067271165383
2007,Canton,33446290,66894252.0,2.0000499905968643
2007,Deep River,15222900,20078264.0,1.3189513167661877
2009,New Hartford,16840788,21876231.0,1.2990028138825809
2010,Sprague,2333100,2954300.0,1.2662551969482663
2011,Bridgewater,1456400,2225000.0,1.5277396319692391
2016,Pomfret,14126640,20659258.0,1.462432538806114
2018,Beacon Falls,29974714,62456642.0,2.083644300993164
2001,Hartland,3489190,5608291.0,1.607333220604209
2002,Vernon,52246386,109149438.0,2.089128959082452
2004,Putnam,26758500,53908296.0,2.0146232412130725
2009,Simsbury,114938230,158079469.0,1.3753428167460036
2003,Wilton,224614430,403873569.0,1.7980749010649049
2007,Willington,9113280,16906598.0,1.8551606007935673
2011,Suffield,41608730,59062138.0,1.4194650497623935
2015,Suffield,473173250,79644558.0,0.16832007726556816
2003,Deep River,14470180,27083137.0,1.8716517002552837
2004,Middlebury,29342100,60819193.0,2.0727621063250417
2010,Farmington,101166680,130768365.0,1.2926031080588984
2017,Tolland,44791225,62195844.0,1.3885720696408728
2003,Cornwall,11145930,13146641.0,1.1795014861927178
2009,Newtown,144851600,167420150.0,1.1558046303941414
2013,East Haven,52595070,63059262.0,1.1989576589592903
2014,Wolcott,45872667,57452309.0,1.2524301017858848
2018,Stonington,97983330,145130826.0,1.4811787474461218
2001,Ansonia,33983604,60055884.0,1.767201736460912
2003,Salem,17062870,35436609.0,2.076825821212961
2003,Ledyard,44070710,89349257.0,2.0274067969406437
2003,Thompson,16504780,42057756.0,2.5482166984352412
2005,Wolcott,32279321,73960529.0,2.291266566604669
2013,Brookfield,91313560,135388961.0,1.4826818820775358
2013,Shelton,127572840,187344555.0,1.4685300962179724
2018,Shelton,189880930,299056066.0,1.5749663012499464
2002,East Granby,18308000,31039108.0,1.69538496831986
2007,Hampton,2972800,4079627.0,1.3723180166846072
2008,Killingworth,16740400,22770880.0,1.3602351198298726
2010,New Fairfield,42002695,58224504.0,1.386208765889903
2010,Redding,55577086,58850160.0,1.0588925083261833
2012,Putnam,17716370,19496487.0,1.1004786533584476
2015,Westbrook,39997290,55958031.0,1.399045560336713
2015,Sherman,20229200,29202136.0,1.4435635615842446
2017,Plainville,49545420,71537150.0,1.4438700893039156
2020,Stratford,289698050,517471434.0,1.786244104853312
2020,Vernon,84252660,153720186.0,1.8245143358085074
2020,Newington,471730,774700.0,1.642252983698302
2013,Monroe,68097580,89225550.0,1.3102602177639793
2013,North Haven,68087680,88977109.0,1.3068018913260078
2015,Windham,30612070,42512142.0,1.3887379063225715
2019,Meriden,198990826,234258223.0,1.1772312709531645
2011,Southington,34931550,45693514.0,1.308087216284419
2017,Morris,10500970,15364863.0,1.4631851152798265
2018,Monroe,86466730,124335479.0,1.4379574548499752
2020,Barkhamsted,13493690,22334332.5,1.655168638081948
2020,West Hartford,444990489,677356955.0,1.5221829943426048
2001,Lyme,9625350,18779895.0,1.9510869734607053
2013,Coventry,36991100,45264318.0,1.2236542844089524
2015,Essex,48180400,70694661.0,1.4672908693161535
2019,New Haven,230987795,413601132.0,1.790575696867447
2007,East Granby,19798000,36643048.0,1.850845944034751
2008,Mansfield,20614590,31016622.0,1.504595628630014
2008,Marlborough,17157000,23836580.0,1.3893209768607566
2012,Deep River,16521820,20978167.0,1.2697249455568453
2013,South Windsor,72940260,114753375.0,1.573251521176371
2019,Cornwall,14028730,18591100.0,1.3252161813649561
2020,Burlington,49480978,86253582.0,1.7431664750037883
2002,Derby,26013876,52409120.0,2.014660175976852
2006,Stafford,151816460,50864269.0,0.3350379069568609
2009,Waterbury,172389675,155684179.0,0.9030945675835864
2015,Vernon,67505215,99505726.0,1.4740450200773376
2018,Seymour,44184080,65493247.0,1.482281559330872
2019,Groton,126544580,203454844.0,1.607772091068618
2003,Bloomfield,39657791,111360034.0,2.808024128222371
2010,Watertown,43377070,49829075.0,1.1487422963330627
2009,Essex,32912400,44167125.0,1.3419600211470448
2011,Union,2317270,3340500.0,1.4415670163597682
2012,East Haddam,441550,808000.0,1.8299173366549655
2020,Montville,60386992,112419652.0,1.8616534501337638
2006,Southbury,76671407,142718478.0,1.8614302721743452
2007,Greenwich,2214668250,2141441577.0,0.9669356017543486
2008,Goshen,15639000,20321098.0,1.2993860221241766
2016,East Hartford,131774042,162274516.0,1.2314604116036754
2004,Chester,14193000,25097050.0,1.7682695695060946
2011,Portland,23920890,30619511.0,1.280032264685804
2012,Eastford,1354820,1710750.0,1.2627138660486263
2015,Coventry,33140300,47010060.0,1.4185164286382441
2016,Clinton,57971211,80660075.0,1.3913815773142983
2016,Hartland,4313620,6937997.0,1.6083931825241908
2016,Rocky Hill,62199595,2156004356.0,34.6626751508591
2017,Wolcott,42410650,59020610.0,1.391645966284412
2020,Union,2520460,4098500.0,1.6260920625600088
2001,Canterbury,7928870,13927711.0,1.7565820854674121
2010,Lebanon,12819240,15976516.0,1.2462919798677612
2010,Norwich,77637200,79560291.0,1.0247702261287115
2012,Enfield,69490830,91738674.0,1.3201551053570666
2014,Monroe,67745180,98419071.0,1.4527833714516665
2018,Plainfield,37570620,56597212.0,1.5064220925819165
2004,Chaplin,5158853,10142699.0,1.9660763739536675
2010,Glastonbury,166766629,206402746.0,1.237674151223624
2007,Hebron,23449363,33131054.0,1.4128765032977655
2009,Middlebury,26007640,32526985.0,1.2506703799345116
2009,Cornwall,5729415,6449892.0,1.1257505347404577
2010,Scotland,3367710,3222300.0,0.9568222917056397
2014,Essex,45325400,59496420.0,1.3126507432918408
2015,Hebron,32684270,42416708.0,1.2977713132341644
2016,Norfolk,12602080,12936610.0,1.026545617866257
2016,Wolcott,47881812,68327181.0,1.4269965597793166
2018,Easton,61392190,78886329.78125,1.2849570895133404
2020,Winchester,43763330,82740976.0,1.8906462556665593
2006,Coventry,30545430,55207839.0,1.8074009434471867
2011,Salisbury,33784210,41635600.0,1.2323982120641566
2015,New Britain,135150190,171988457.0,1.2725728095535789
2019,New Britain,116179410,183488720.0,1.5793566174935818
2006,Preston,19128902,30628333.0,1.6011547866155622
2006,Union,1229590,2708400.0,2.20268544799486
2012,Franklin,3805780,5383405.0,1.4145339457351713
2016,Easton,47011790,65185921.0,1.3865866626222911
2018,Canterbury,14433800,21565869.0,1.494122753536837
2014,Danbury,238392690,384065417.0,1.6110620547970662
2018,Groton,158821990,261162594.0,1.6443730115710047
2019,Norwalk,810274316,1444918447.0,1.7832460173894984
2011,Berlin,78153366,80102832.0,1.0249441079735453
2012,Bolton,11549890,14416701.0,1.2482111085040637
2013,East Windsor,27011930,36051876.0,1.3346649424902257
2014,Weston,103718330,153599370.0,1.4809279131277953
2019,Washington,78076900,122876645.5,1.5737900134354719
2020,Old Lyme,78084540,141409933.0,1.8109850298151209
2001,Cheshire,90809020,150926828.0,1.6620246314738338
2002,Darien,237054899,524134856.0,2.211027311441473
2002,Westport,307375034,644186932.0,2.095768558743779
2003,Durham,22265020,47724366.0,2.1434683642772385
2004,Granby,52486840,111895081.0,2.131869264752841
2016,Southbury,92825668,138615037.0,1.4932834849085062
2007,North Stonington,13346470,22274329.0,1.6689303613614686
2008,Columbia,12053280,16376950.0,1.3587131469608273
2008,Woodbridge,34576220,44903969.0,1.2986951436565362
2010,Bridgewater,12100300,16964982.0,1.4020298670280902
2012,New Milford,85249700,112248008.0,1.3166968094902387
2013,Oxford,51016331,63631778.0,1.2472825221398223
2017,Andover,10618970,14768719.953125,1.3907864842941453
2018,Voluntown,8123990,12203055.0,1.502101184270291
2020,Guilford,161395420,297604430.0,1.8439459434474659
2001,Granby,32720850,71894744.0,2.1972150478975943
2001,Barkhamsted,7834860,14613518.0,1.865191975351187
2002,Watertown,44803010,93732171.0,2.092095397161932
2003,Brooklyn,12045420,30360330.0,2.5204874549828897
2004,Monroe,112263920,201028980.0,1.7906819929323687
2005,Woodbury,47378990,93555192.0,1.9746134731871658
2012,Watertown,49092990,60495103.0,1.2322554197656326
2019,Eastford,4940330,8740253.0,1.769163800798732
2003,Stafford,136955510,37719790.0,0.27541637426635845
2003,Monroe,242150,425000.0,1.755110468717737
2004,Salisbury,32445660,74503525.0,2.296255493030501
2005,Brooklyn,19836360,43262211.0,2.18095512483137
2005,New Hartford,22685850,43856960.0,1.9332297445323847
2007,East Hampton,49259280,77052818.0,1.5642294812266846
2007,Woodstock,20906050,28949062.0,1.384721743227439
2009,Brookfield,81243250,91789011.0,1.129804765318965
2012,Madison,150201220,173672251.0,1.1562639171639217
2014,Westbrook,38698850,52960533.0,1.3685298917151285
2015,Orange,67843800,120775843.0,1.7802045728570628
2017,Hebron,31052160,46573102.0,1.4998345364702488
2017,Portland,30345910,42732920.0,1.4081937236352444
2020,Madison,191112020,329663890.0,1.7249772672592756
2020,Chaplin,6186300,9044920.0,1.4620888091427833
2001,Coventry,28423390,48818082.0,1.7175320044512636
2004,Bethany,26471370,41168905.0,1.5552238135011525
2004,Hebron,40371531,71165209.0,1.7627572508954392
